adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,81847,tt0020815,en,The Dawn Patrol,"World War I ace Dick Courtney derides the leadership of his superior officer, but Courtney is soon promoted to squadron commander and learns harsh lessons about sending subordinates to their deaths.",0.578592,/s5gdwXu4ZBlLGqTG6I1qRp75zSj.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-08-20,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Dawn Patrol,False,5.8,5.0
False,,,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,859,tt0094947,en,Dangerous Liaisons,Dangerous Liaisons is the film based on the novel of the same name by Choderlos de Laclos set in 18th century France. Marquise de Merteuil’s asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned in this love triangle drama.,11.46781,/2rXbkUzM5ySwh3FmsFWSZdkMiaP.jpg,"[{'name': 'Lorimar Film Entertainment', 'id': 1176}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'NFH Productions', 'id': 18737}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-12-16,34670720.0,119.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lust. Seduction. Revenge. The Game As You've Never Seen It Played Before.,Dangerous Liaisons,False,7.1,267.0
False,"{'id': 389767, 'name': 'My Big Fat Greek Wedding Collection', 'poster_path': '/oalS0sTGzk2mgiAyOQ5iVR4juJC.jpg', 'backdrop_path': '/UzzUEBULGUuk695tZhLO9xShxV.jpg'}",5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,8346,tt0259446,en,My Big Fat Greek Wedding,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,6.719949,/vqGs8K6MdMHVPMTgMhzKHBVgu0t.jpg,"[{'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Playtone', 'id': 4171}, {'name': 'Gold Circle Films', 'id': 12026}, {'name': 'Ontario Film Development Corporation', 'id': 22210}, {'name': 'MPH Entertainment Productions', 'id': 95018}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-02-22,368744044.0,-1.0,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Love is here to stay... so is her family.,My Big Fat Greek Wedding,False,6.2,686.0
False,,,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,216794,tt0119655,en,Men of Means,"In a world where two men in close proximity will eventually draw guns, Rico ""BULLET"" Burke finds himself at a crossroads. Having long ago ruined his brilliant collegiate football career through his own folly, Rico must now decide whether to continue in complacent servitude as the collection muscle for a vicious Brooklyn mobster, or to put behind him the vagaries of his youth and look for that window of opportunity that will provide a better life for him and his wholly dependant brother Joey.",0.022078,/c78yM65QpGBONxVEMBsTSuz098G.jpg,"[{'name': 'Saban Entertainment', 'id': 2106}, {'name': 'Producers Network Associates', 'id': 40014}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1999-05-25,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Double deal. Double cross. The only thing left is murder.,Men of Means,False,0.0,0.0
False,,2000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,11023,tt0328538,en,Thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",14.379879,/6DovUDPK1ednXrc2klOAxABZzLe.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Sound for Film', 'id': 1143}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Antidote Films (I)', 'id': 23912}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-08-20,4601043.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,It's happening so fast.,Thirteen,False,6.6,355.0
False,,750000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,49158,tt0076809,en,Tentacoli,"Several people disappear from and at the sea. Their bodies are found gnawed to the skeleton, even the marrow is missing. The scientists have no idea which animal could do such things. Dr. Turner begins to suspect that the company which builds a tunnel beneath the bay might have poisoned the environment and caused an octopus to mutate to giant dimensions...",0.950176,/lJbYHfdoWGOAFCWCgOB9G4Xw50S.jpg,"[{'name': 'American International Pictures (AIP)', 'id': 9266}, {'name': 'Samuel Z. Arkoff', 'id': 47821}, {'name': 'Esse Ci Cinematografica', 'id': 47822}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2076-10-23,3000000.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's Turning the Beach ... Into a Buffet!,Tentacles,False,3.8,17.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.paramountclassics.com/focus/,18192,tt0246628,en,Focus,"In the waning months of World War II, a man and his wife are mistakenly identified as Jews by their anti-Semitic Brooklyn neighbors. Suddenly the victims of religious and racial persecution, they find themselves aligned with a local Jewish immigrant in a struggle for dignity and survival.",0.313295,/uiUuk2BzXrolVrDfpQH0FyCLGi6.jpg,"[{'name': 'Dog Pond Productions', 'id': 4302}, {'name': 'Focus Productions Inc.', 'id': 33798}, {'name': 'Carros Pictures', 'id': 33799}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-19,0.0,99999.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everything Is About To Become Very Clear,Focus,False,6.6,5.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,66091,tt0090368,ru,Жестокий романс,"Cinematographic adaptation of classical Russian play ""Dowry-less"" by A. Ostrovsky. Noble but poor widow seeks to arrange marriage for her three daughters. She maintains ""open house"" or provincial form of salon hoping to attract gentlemen well-off enough to marry for love to a dowry-less.",0.687325,/mwRuJDUYcig3wbVnueNVpKBlSEp.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]","June 06, 1984",0.0,142.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,A Cruel Romance,False,6.1,8.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,77745,tt2343847,mr,झेंडा,"Zenda (Marathi: झेंडा) is 2010 Indian Marathi film directed by Avdhoot Gupte and starring Santosh Juvekar. Avdhoot Gupte himself composed the music for the film. The film depicts the journey of four young ambitious scholars to succeed in life and the impact of a split in a major political party on their journey. Zenda depicts a feud between two cousins in rival political parties, inspired by the real-life feud between Raj Thackeray, chief of Maharashtra Navnirman Sena (MNS) and his cousin, Uddhav Thackeray, Executive President of Shiv Sena. Avdhoot Gupte however believes that it is more about the Marathi youth, with just a couple of characters in the movie representing Uddhav Thackeray and Raj Thackeray. The film was released in early 2010, in theatres across Maharashtra state.",0.331763,/bXNDSDGT2vIjxmUTXZ7UdBiZNSf.jpg,"[{'name': 'Everest Entertainment', 'id': 10892}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2009-01-08,0.0,0.0,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Zenda,False,6.0,1.0
False,,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,278,tt0111161,en,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",51.645403,/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,"[{'name': 'Castle Rock Entertainment', 'id'","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-09-23,28341469.0,142.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fear can hold you prisoner. Hope can set you free.,The Shawshank Redemption,False,8.5,8358.0
False,,14000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.thepossessionmovie.com/,77883,tt0431021,en,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",7.286477,/4QjzFuaZmB4btGnLwAgdp23BzIU.jpg,"[{'name': 'Ghost House Pictures', 'id': 768}, {'name': 'North Box Productions', 'id': 22637}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",30-08-2012,85446075.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fear The Demon That Doesn't Fear God,The Possession,False,5.8,509.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,31556,tt0040427,en,He Walked by Night,"This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop.",2.3353,/f320FLY4I5A1MukCEuikMnwMdoh.jpg,"[{'name': 'Bryan Foy Productions', 'id': 5229}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-11-24,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Savage TRUTH! Stronger than Fiction!,He Walked by Night,False,6.4,17.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,74199,tt0108027,cs,Šakalí léta,"A period musical comedy set in a quiet Prague quarter at the end of the fifties. Using the western plot device of the ""man from nowhere"" a generation gap story unfolds of changing social climate. The action is driven by the character of a young man named Baby who causes a local rebellion by bringing rock'n'roll to a Communist neighborhood raised on swing.",0.07681,/uAehfmpYInZfXECSke77HJ7shar.jpg,[],"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",1993-09-12,0.0,110.0,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Released,,Big Beat,False,3.5,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,85753,tt0107811,en,Perry Mason: The Case of the Killer Kiss,"On the set of a popular daytime soap opera 'Mile High', actress Kris Buckner is being forced off by co-star Mark Stratton. When she says that she'll 'kill him before she leaves the show', she makes herself the prime suspect when Stratton is murdered by someone poisoning him. As an old friend, Perry Mason comes to the help of Kris and agrees to defend her. Meanwhile Ken goes in search of information with the help of fan of the show.",0.391217,/sEtCaGFN7y2DEClLC1SISzeScgu.jpg,"[{'name': 'Dean Hargrove Productions', 'id': 56689}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-29,0.0,99999.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Perry Mason: The Case of the Killer Kiss,False,6.0,1.0
False,,0,[],,104480,tt0224357,fr,Visite sous-marine du Maine,"Divers go to work on a wrecked ship (the battleship Maine that was blown up in Havana harbour during the Spanish-American War), surrounded by curiously disproportionate fish.",0.250986,/fRbFuJYaQIjL2dnzNlCfZoLPIWC.jpg,"[{'name': 'Star-Film', 'id': 7159}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1898-01-01,0.0,0.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,"Divers at Work on the Wreck of the ""Maine""",False,5.6,5.0
False,,60000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://thegreenmile.warnerbros.com/,497,tt0120689,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",19.96678,/3yJUlOtVa09CYJocwBU8eAryja0.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-12-10,284600000.0,,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Miracles do happen.,The Green Mile,False,8.2,4166.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,40873,tt1003116,en,Pete Seeger: The Power of Song,"Interviews, archival footage and home movies are used to illustrate a social history of folk artists Pete Seeger.",0.038844,/8oxyrppo3XKScWG65iosRv2XWPE.jpg,[],[],,0.0,93.0,[],Released,,Pete Seeger: The Power of Song,False,0.0,1.0
False,,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.charliechaplin.com/biography/articles/4-City-Lights,901,tt0021749,en,City Lights,City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl. The film was a great success and today is deemed a cult classic.,10.891524,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-01-30,19181.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,True Blind Love,City Lights,False,8.2,444.0
False,,3500000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",,103269,tt2224455,en,Superman vs. The Elite,The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.,6.247758,/cilpU63HE0nsbqMytvO3Mlltotw.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Warner Premiere', 'id': 4811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-06-12,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,World saved. Humanity lost.,Superman vs. The Elite,False,6.6,103.0
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",http://www2.odn.ne.jp/~ccs50140/cat/index.html,18143,tt0373960,ja,彼女と彼女の猫,"A cat reminisces about his life with and feelings for his owner, a single woman.",2.493824,/cYhLFd06YweEFtWD9u1nj2yKODC.jpg,"[{'name': 'Shinkai Makoto', 'id': 3617}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",,0.0,5.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,She and Her Cat: Their Standing Points,False,6.3,34.0
False,,27000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,42807,tt0120769,en,The Newton Boys,,2.917013,/yoDlDqwp83p8mc0sylVPlbKnVDy.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Detour Filmproduction', 'id': 11510}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-26,76000000.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.,The Newton Boys,False,5.9,44.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,48211,tt0067698,en,Sacco e Vanzetti,The story of two anarchists who were charged and unfairly tried for murder when it was really for their political convictions.,1.560752,/btsv0nXnXGgngjhUch2pWPg5k1S.jpg,"[{'name': 'Unidis', 'id': 2400}, {'name': 'Jolly Film', 'id': 10481}, {'name': 'Theatre Le Rex S.A.', 'id': 10483}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1971-03-16,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'},",Released,,Sacco & Vanzetti,False,6.8,21.0
False,"{'id': 177062, 'name': 'Blondie Collection', 'poster_path': '/sjF7S5JK4FKr6mz8tt70LUen1hF.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",,3936,tt0032261,en,Blondie Has Servant Trouble,"Few of the popular Blondie films strayed as far off the tried-and-true Blondie formula as ""Blondie Has Servant Trouble"" (#6 in the series).  Things get under way when Blondie Bumstead (Penny Singleton) demands that her husband Dagwood (Arthur Lake) request a raise from his boss Mr. Dithers (Jonathan Hale), so that Blondie can afford to hire a maid.  But Dithers has no time for any salary disputes: his construction firm is currently stuck with an unsaleable old mansion, which is rumored to be haunted.  To disprove this theory, Dithers asks the Bumstead family to spend a night in the crumbling old house, throwing a retinue of servants into the bargain.  Homicidal maniacs? The Bumsteads in mortal danger?  But even a done 1000 times 'Haunted House-Homicidal Maniac' storyline somehow works here..  Because  in the end, no matter what, there's always Penny Singleton as ""Blondie"".",0.486412,/1fA43LFgkRJ0GtQV8y2uIk9q1gE.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1940-07-25,0.0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one can hold a candle to them...when it comes to uproarious...wholesome fun!,Blondie Has Servant Trouble,False,7.7,3.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,203351,tt2740710,en,Atlantic Rim,"When monsters suddenly appear from the bottom of the Atlantic Ocean, a special team pilots giant robots to combat the new threat.",0.127455,/9kgK6GpzqreO8DUbLY1L4QD1nrC.jpg,"[{'name': 'The Asylum', 'id': 1311}, {'name': 'Tiki Terrors', 'id': 25092}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-07-09,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Monsters vs Machines,Atlantic Rim,False,2.3,34.0
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,1539,tt0448009,de,Keine Lieder über Liebe,No overview found.,0.897484,/seNiggJUF4E0hzzYFhaAcKjUZVp.jpg,"[{'name': 'Film 1', 'id': 725}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2005-10-26,0.0,98.0,"{'iso_639_1': 'de', 'name': 'Deutsch'}",Released,,Keine Lieder über Liebe,False,8.0,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,85043,tt2130242,hi,Tere Naal Love Ho Gaya,"In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny...",0.841267,/qp7GMpiYvmKGecIwj7b7SE5xY12.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",,0.0,0.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Tere Naal Love Ho Gaya,False,5.3,8.0
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,334939,tt3636010,de,Code M,"When her grandfather has a car accident, Isabel (11) takes on his search for the sword that has been promised to her ancestor centuries ago by the world famous musketeer D’Artagnan. Assisted by her nephew Rik (12) and friend Jules (13), she will need just as much bravery, loyalty and perseverance as the illustrious musketeer to find his lost sword, to save her grandfather and to reunite her family.",0.906563,/5KmNMdzkUMdPCnrVuWXbptjYMPr.jpg,"[{'name': 'Algemene Vereniging Radio Omroep (AVRO)', 'id': 15163}, {'name': 'Living Stone', 'id': 35206}, {'name': 'Bijker Productions', 'id': 50837}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2015-06-24,0.0,0.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Sword of D'Artagnan,False,7.1,8.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,228074,tt0041190,en,The Blue Lagoon,"In the Victorian period two British children are the survivors of a shipwreck in the South Pacific. After days afloat, they are marooned on a lush tropical island in the company of kindly old sailor. Together they survive solely on their resourcefulness, and the bounty of their remote paradise.",0.99654,/fbzRWlRXp12mmwUxkLJYFCdUno4.jpg,"[{'name': 'Individual Pictures', 'id': 6730}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1949-03-01,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Blue Lagoon,False,6.5,1.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,429199,tt5222918,fi,Toivon tuolla puolen,A restaurateur befriends a Syrian refugee who  has recently arrived in Finland.,4.992125,/bpPY7qUDUsRHyowCjX8eEDsNqnG.jpg,"[{'name': 'Sputnik', 'id': 2375}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Oy Bufo Ab', 'id': 79811}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2017-02-03,0.0,98.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fi', 'name': 'suomi'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,The Other Side of Hope,False,7.3,35.0
False,,0,"{'id': 18, 'name': 'Drama'}",http://rhombusmedia.com/film/closet-monster/,353728,tt3638396,en,Closet Monster,A creative and driven teenager is desperate to escape his hometown and the haunting memories of his turbulent childhood.,4.743517,/nFVsVQllgJgsclelJRXO9g1VnBs.jpg,"[{'name': 'Rhombus Media', 'id': 164}, {'name': 'Best Boy Productions', 'id': 82551}, {'name': 'Elevation Pictures', 'id': 82552}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2016-07-15,33962.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Closet Monster,False,7.4,77.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,11634,tt0150662,sv,Fucking Åmål,"Åmål is a small insignificant town where nothing ever happens, where the latest trends are out of date when they get there. Young Elin has a bit of a bad reputation when it comes to guys, but the fact is that she has never done *it*. Another girl in her school, Agnes, is in love with her but is too shy to do anything about it. For different reasons, Elin ends up at Agnes' birthday party as the only guest. They have a girl's night out together but after that Elin desperately avoids Agnes, refusing to even consider her own homosexuality.",10.58342,/gkM27kmi9woapo1oQ2lho59u5Hn.jpg,"[{'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Memfis Film', 'id': 321}, {'name': 'Film i Väst', 'id': 17513}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'DK', 'name': 'Denmark'}]",1998-10-23,0.0,89.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Two girls. One love.,Show Me Love,False,7.1,134.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,26621,tt1560169,en,Robin Williams: Weapons of Self Destruction,"HBO presents one of the most gifted and revered performers of our time, Academy-Award winning Robin Williams, starring in his fifth exclusive HBO special, taped before a live audience at Washington's Constitution Hall.",2.174557,/h9Obe8pFoTbaBH9ThYshIE1aZ1x.jpg,"[{'name': 'CBS Films', 'id': 5490}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-12-06,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Stand Up,Robin Williams: Weapons of Self Destruction,False,7.5,16.0
False,,0,"[{'id': 53, 'nam",http://www.54daysthemovie.com,301224,tt3509626,en,54 Days,5 people trapped in a bunker after a nuclear and biological attack are forced to make an impossible decision - either one dies or they all die.,0.068147,/nNh4KZSsff00hzwVqKu8QQfxyoA.jpg,"[{'name': '54 Days Productions', 'id': 37492}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2014-11-16,0.0,87.0,[],Released,Either one dies...all they all do.,54 Days,False,0.0,1.0
False,"{'id': 8650, 'name': 'Transformers Collection', 'poster_path': '/vOUPHWV8aGXq4yYQ2csje5LdT6g.jpg', 'backdrop_path': '/zvZBNNDWd5LcsIBpDhJyCB2MDT7.jpg'}",150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",http://www.transformersmovie.com/,1858,tt0418279,en,Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",5.587707,/bgSHbGEA1OM6qDs3Qba4VlSZsNG.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'thinkfilm', 'id': 12247}, {'name': 'SprocketHeads', 'id': 20011}, {'name': 'Hasbro Studios', 'id': 22826}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'US', 'name':",2007-06-27,709709780.0,,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Their war. Our world.,Transformers,False,6.6,4113.0
False,,3200000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,69636,tt0449951,ta,Ghajini,"The film's story is around a rich business entrepreneur falling in love with an ad film actress. The entrepreneur and the actress fall in love, though she does not know that he is an entrepreneur. When she successfully saves a bunch of children who were in danger, she is brutally murdered by a gang leader and the entrepreneur himself gets hit hard on the head when he tries to save his lover, eventually leading him into a state of short term memory loss. He is later studied about and helped by a psychology student to take revenge on the one who murdered his lover.",0.802284,/1QYjtWpKyNTX83RE8C4DRKYW6b6.jpg,"[{'name': 'Sri Saravanaa Creaations', 'id': 44099}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2005-10-14,0.0,150.0,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}, {'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Ghajini,False,6.6,13.0
